,Address,Latitude,Longitude,City
22,"1022 S Downey Rd,Los Angeles, CA 90023",34.021653,-118.179828,Los Angeles
23,"1712 S Glendale Ave,Glendale, CA 91205",34.176355,-118.24774,Los Angeles
24,"5961 Atlantic Blvd,Maywood, CA 90270",33.986817,-118.183615,Los Angeles
25,"815 S Central Ave,Glendale, CA 91204",34.136059,-118.258267,Los Angeles
26,"1343 E Colorado St,Glendale, CA 91205",34.142975,-118.23596,Los Angeles
27,"4105 Bandini Blvd,Vernon, CA 90058",34.004372,-118.191247,Los Angeles
28,"511 S Central Ave,Glendale, CA 91204",34.139396,-118.258255,Los Angeles
29,"3801 W Manchester Blvd,Inglewood, CA 90305",33.960381,-118.339498,Los Angeles
30,"5315 Laurel Canyon Blvd,North Hollywood, CA 91607",34.190023,-118.385411,Los Angeles
31,"720 E Florence Ave,Inglewood, CA 90301",33.970084,-118.339537,Los Angeles
32,"5835 W Slauson Ave,Culver City, CA 90230",33.994357,-118.384258,Los Angeles
33,"6500 Wilcox Ave,Bell, CA 90201",33.974634,-118.180135,Los Angeles
34,"6501 E Gage Ave,Commerce, CA 90040",33.997898,-118.142367,Los Angeles
35,"6555 E Gage Ave,Commerce, CA 90040",33.97491,-118.141816,Los Angeles
36,"6364 Zindell Ave,Commerce, CA 90040",33.971741,-118.126028,Los Angeles
37,"108 N Ynez Ave,Monterey Park, CA 91754",34.063027,-118.128541,Los Angeles
38,"506 N Garfield Ave Ste 210,Alhambra, CA 91801",34.100529,-118.130181,Los Angeles
39,"10621 Flaxton St,Culver City, CA 90230",34.000651,-118.386731,Los Angeles
40,"100 Aquarium Way,Long Beach, CA 90802",33.762323,-118.197099,Los Angeles
124,"120 E Broadway,Anaheim, CA 92805",33.83329,-117.912066,Anaheim
125,"1400 E Sycamore St,Anaheim, CA 92805",33.843215,-117.900017,Anaheim
126,"2303 S Manchester Ave,Anaheim, CA 92802",33.795211,-117.89526,Anaheim
127,"2425 W Lincoln Ave,Anaheim, CA 92801",33.832876,-117.968943,Anaheim
128,"13280 Chapman Ave,Garden Grove, CA 92840",33.788352,-117.900878,Anaheim
129,"10630 Chapman Ave,Garden Grove, CA 92840",33.788115,-117.947408,Anaheim
130,"535 W Lambert Rd Ste C,Brea, CA 92821",33.925113,-117.903299,Anaheim
131,"4471 Lincoln Ave,Cypress, CA 90630",33.834381,-118.054672,Anaheim
132,"13926 La Mirada Blvd,La Mirada, CA 90638",33.903874,-118.010791,Anaheim
133,"1702 Fairhaven Ave,Santa Ana, CA 92705",33.772785,-117.843353,Anaheim
134,"7845 E Santiago Canyon Rd,Orange, CA 92869",33.804194,-117.769236,Anaheim
135,"1919 E Santa Clara Ave,Santa Ana, CA 92705",33.768416,-117.839884,Anaheim
136,"455 W Central Ave,Brea, CA 92821",33.932441,-117.902792,Anaheim
137,"10541 Calle Lee,Los Alamitos, CA 90720",33.80948,-118.057985,Anaheim
138,"14801 Beach Blvd,Westminster, CA 92683",33.74757,-117.990162,Anaheim
139,"893 Kings Canyon Rd,Brea, CA 92821",33.932242,-117.888284,Anaheim
140,"12241 Magnolia St,Garden Grove, CA 92841",33.784354,-117.976555,Anaheim
141,"701 E Bastanchury Rd,Fullerton, CA 92835",33.901778,-117.918836,Anaheim
142,"7801 Bolsa Ave,Westminster, CA 92683",33.745209,-117.993639,Anaheim
143,"12301 Magnolia St,Garden Grove, CA 92841",33.783442,-117.976208,Anaheim
144,"7651 Commonwealth Ave,Buena Park, CA 90621",33.855981,-118.004034,Anaheim
145,"1201 N Main St,Santa Ana, CA 92701",33.755384,-117.867215,Anaheim
146,"11849 Singleton Dr., La Mirada,La Mirada, CA 90638",33.923181,-118.013852,Anaheim
147,"445 W Central Ave,Brea, CA 92821",33.922653,-117.870511,Anaheim
148,"1601 E 1st St,Santa Ana, CA 92701",33.732249,-117.880826,Anaheim
149,"17911 Beach Blvd,Huntington Beach, CA 92647",33.70228,-117.989734,Anaheim
150,"8301 Talbert Ave,Huntington Beach, CA 92646",33.701531,-117.984184,Anaheim
151,"1625 Gisler Ave,Costa Mesa, CA 92626",33.685569,-117.923704,Anaheim
152,"1 Irvine Park Rd,Orange, CA 92869",33.796337,-117.754136,Anaheim
153,"2161 Fullerton Rd,Rowland Heights, CA 91748",33.982246,-117.9117,Anaheim
154,"13042 Old Myford Rd,Irvine, CA 92602",33.672421,-117.764394,Anaheim
155,"17128 Colima Rd,Hacienda Heights, CA 91745",33.994012,-117.973553,Anaheim
156,"11541 Florence Ave,Santa Fe Springs, CA 90670",33.937196,-118.086747,Anaheim
157,"11959 Lakeland Rd,Santa Fe Springs, CA 90670",33.945271,-118.06779,Anaheim
158,"13622 Curtis And King Rd,Norwalk, CA 90650",33.921066,-118.10823,Anaheim
159,"11142 Artesia Blvd,Cerritos, CA 90703",33.870522,-118.095929,Anaheim
160,"17870 Castleton St Ste 132,City Of Industry, CA 91748",33.991944,-117.914045,Anaheim
161,"627 Main St,Huntington Beach, CA 92648",33.663758,-117.999196,Anaheim
162,"9903 Flower St,Bellflower, CA 90706",33.882572,-118.122862,Anaheim
163,"11900 South St,Cerritos, CA 90703",33.857271,-118.079514,Anaheim
164,"12325 Rosecrans Ave,Norwalk, CA 90650",33.902732,-118.070289,Anaheim
165,"18725 Gale Ave,City Of Industry, CA 91748",33.995067,-117.894447,Anaheim
166,"1625 Gisler Ave,Costa Mesa, CA 92626Downey, CA 90239",33.685569,-117.923704,Anaheim
167,"9426 Stewart And Gray Rd,Downey, CA 90241",33.927396,-118.118818,Anaheim
168,"640 S El Camino Real,San Clemente, CA 92672",33.423858,-117.609958,Anaheim
245,"100 Aquarium Way,Long Beach, CA 90802",33.762323,-118.197099,Long Beach
246,"1500 E San Antonio Dr,Long Beach, CA 90807",33.845071,-118.168421,Long Beach
247,"1095 E Willow St,Long Beach, CA 90806",33.805214,-118.179483,Long Beach
248,"4400 Cherry Ave,Long Beach, CA 90807",33.844728,-118.164881,Long Beach
249,"1200 Pier J Ave,Long Beach, CA 90802",33.74597,-118.192527,Long Beach
250,"6251 Cherry Ave,Long Beach, CA 90805",33.868427,-118.168938,Long Beach
251,"5161 E Arbor Rd,Long Beach, CA 90808",33.843287,-118.131792,Long Beach
252,"1952 Long Beach Blvd,Long Beach, CA 90806",33.792901,-118.188939,Long Beach
253,"605 E O St,Wilmington, CA 90744",33.789005,-118.268713,Long Beach
254,"27501 S Western Ave,Rancho Palos Verdes, CA 90275",33.772618,-118.313582,Long Beach
255,"4471 Lincoln Ave,Cypress, CA 90630",33.834381,-118.054672,Long Beach
256,"18255 S Vermont Ave,Gardena, CA 90248",33.86526,-118.29073,Long Beach
257,"20710 Leapwood Ave Ste G,Carson, CA 90746",33.842734,-118.258139,Long Beach
258,"10541 Calle Lee,Los Alamitos, CA 90720",33.80948,-118.057985,Long Beach
259,"870 W 8th St,San Pedro, CA 90731",33.73709,-118.29612,Long Beach
260,"19412 Pricetown Ave,Carson, CA 90746",33.854033,-118.247641,Long Beach
261,"16701 S Central Ave,Carson, CA 90746",33.881342,-118.248918,Long Beach
262,"11142 Artesia Blvd,Cerritos, CA 90703",33.870522,-118.095929,Long Beach
263,"1515 E Compton Blvd,Compton, CA 90221",33.89796,-118.206069,Long Beach
264,"1223 Cravens Ave,Torrance, CA 90501",33.835557,-118.319389,Long Beach
265,"9903 Flower St,Bellflower, CA 90706",33.882572,-118.122862,Long Beach
266,"11900 South St,Cerritos, CA 90703",33.857271,-118.079514,Long Beach
267,"436 E Compton Blvd,Compton, CA 90221",33.895588,-118.217808,Long Beach
268,"1640 N Avalon Blvd,Wilmington, CA 90744",33.79672,-118.26354,Long Beach
269,"17911 Beach Blvd,Huntington Beach, CA 92647",33.70228,-117.989734,Long Beach
270,"3918 Marine Ave,Lawndale, CA 90260",33.894324,-118.34258,Long Beach
271,"2701 182nd St,Redondo Beach, CA 90278",33.867435,-118.372492,Long Beach
272,"8301 Talbert Ave,Huntington Beach, CA 92646",33.701531,-117.984184,Long Beach
273,"11225 S Central Ave,Los Angeles, CA 90059",33.93207,-118.25445,Long Beach
274,"17 Coveview Dr,Rancho Palos Verdes, CA 90275",33.758674,-118.362407,Long Beach
275,"14801 Beach Blvd,Westminster, CA 92683",33.74757,-117.990162,Long Beach
276,"13622 Curtis And King Rd,Norwalk, CA 90650",33.921066,-118.10823,Long Beach
277,"9073 Gardendale St,Downey, CA 90242",33.93656,-118.13387,Long Beach
278,"12241 Magnolia St,Garden Grove, CA 92841",33.784354,-117.976555,Long Beach
279,"7801 Bolsa Ave,Westminster, CA 92683",33.745209,-117.993639,Long Beach
280,"627 Main St,Huntington Beach, CA 92648",33.663758,-117.999196,Long Beach
281,"10229 Paramount Blvd,Downey, CA 90241",33.952979,-118.131085,Anaheim
282,"12301 Magnolia St,Garden Grove, CA 92841",33.783442,-117.976208,Long Beach
283,"7651 Commonwealth Ave,Buena Park, CA 90621",33.855981,-118.004034,Long Beach
284,"12325 Rosecrans Ave,Norwalk, CA 90650",33.902732,-118.070289,Long Beach
285,"13100 Yukon Ave,Hawthorne, CA 90250",33.913495,-118.334579,Long Beach
286,"2425 W Lincoln Ave,Anaheim, CA 92801",33.832876,-117.968943,Long Beach
287,"3801 W Manchester Blvd,Inglewood, CA 90305",33.960381,-118.339498,Long Beach
288,"6000 Santa Monica Blvd,Los Angeles, CA 90038",34.090593,-118.320454,Anaheim
379,"444 N Michigan Ave,Chicago, IL 60611",41.890686,-87.624771,Chicago
380,"4001 N Clark St,Chicago, IL 60613",41.954574,-87.661869,Chicago
381,"5255 N Pulaski Rd,Chicago, IL 60630",41.977003,-87.727954,Chicago
382,"1035 E 67th St,Chicago, IL 60637",41.772895,-87.599133,Chicago
383,"7777 W Irving Park Rd,Chicago, IL 60634",41.95203,-87.822031,Chicago
384,"400 W Ontario St Apt 1003,Chicago, IL 60654",41.893361,-87.638992,Chicago
385,"4906 S Drexel Blvd,Chicago, IL 60615",41.805653,-87.604565,Chicago
386,"4901 N Clark St,Chicago, IL 60640",41.87897,-87.66063,Chicago
387,"5800 N Ravenswood Ave,Chicago, IL 60660",41.986807,-87.675327,Chicago
388,"2900 W 111th St,Chicago, IL 60655",41.694302,-87.693054,Chicago
389,"9201 W Higgins Rd,Chicago, IL 60631",41.987741,-87.853452,Chicago
390,"3963 N Clark St,Chicago, IL 60613",41.954252,-87.661921,Chicago
391,"1929 W Devon Ave,Chicago, IL 60660",41.87897,-87.66063,Chicago
392,"11500 S Fairfield Ave,Chicago, IL 60655",41.680141,-87.68822,Chicago
393,"6700 W Higgins Ave,Chicago, IL 60656",41.979032,-87.795053,Chicago
394,"8851 W Higgins Rd,Chicago, IL 60631Chicago, IL 60655",41.985614,-87.833209,Chicago
395,"3600 N Narragansett Ave,Chicago, IL 60634",41.946461,-87.788284,Chicago
396,"6758 W Addison St,Chicago, IL 60634",41.946913,-87.792384,Chicago
397,"5300 N Pulaski Rd,Chicago, IL 60630",41.977238,-87.729583,Chicago
398,"4401 W 111th St,Chicago, IL 60655",41.688115,-87.729946,Chicago
399,"5400 N Pulaski Rd,Chicago, IL 60630",41.979988,-87.728631,Chicago
400,"6620 W Archer Ave,Chicago, IL 60638",41.792637,-87.787569,Chicago
401,"5303 N Western Ave,Chicago, IL 60625",41.978586,-87.6887,Chicago
402,"6901 W Belmont Ave,Chicago, IL 60634",41.937788,-87.798531,Chicago
403,"3800 N Narragansett Ave,Chicago, IL 60634",41.950821,-87.788184,Chicago
404,"10727 S Pulaski Rd,Chicago, IL 60655",41.69778,-87.720245,Chicago
405,"6000 N Milwaukee Ave,Chicago, IL 60646",41.990554,-87.782168,Chicago
406,"318 E 71st St,Chicago, IL 60619",41.765931,-87.61755,Chicago
407,"6060 N Milwaukee Ave,Chicago, IL 60646",41.991304,-87.782484,Chicago
408,"12300 S Kedzie Ave,Chicago, IL 60655",41.87897,-87.66063,Chicago
409,"6535 W Dakin St,Chicago, IL 60634",41.951305,-87.790614,Chicago
410,"5218 S Kedzie Ave,Chicago, IL 60632",41.798375,-87.703992,Chicago
411,"1400 Des Plaines Ave,Forest Park, IL 60130",41.860162,-87.819253,Chicago
412,"1333 S Central Ave,Cicero, IL 60804",41.846962,-87.759287,Chicago
413,"1700 Harlem Ave,Riverside, IL 60546",41.854565,-87.805511,Chicago
414,"7750 Cermak Rd,Forest Park, IL 60130",41.850724,-87.821839,Chicago
415,"863 Des Plaines Ave,Forest Park, IL 60130",41.870189,-87.817595,Chicago
416,"3401 W 87th St,Evergreen Park, IL 60805",41.733849,-87.706746,Chicago
417,"3801 W 87th St,Evergreen Park, IL 60805",41.731757,-87.716532,Chicago
418,"3793 W 87th St,Evergreen Park, IL 60805",41.721148,-87.701336,Chicago
419,"4245 Prescott Ave,Lyons, IL 60534",41.813698,-87.819106,Chicago
420,"8700 S Hamlin Ave,Evergreen Park, IL 60805",41.721148,-87.701336,Chicago
421,"4101 Oak Park Ave,Berwyn, IL 60402",41.817393,-87.791907,Chicago
422,"1303 Des Plaines Ave,Forest Park, IL 60130",41.868454,-87.815376,Chicago
423,"7900 Madison St,Forest Park, IL 60130",41.875251,-87.82525,Chicago
424,"7600 W Grand Ave,Elmwood Park, IL 60707",41.92233,-87.816182,Chicago
425,"3600 W 95th St,Evergreen Park, IL 60805",41.720897,-87.712454,Chicago
426,"1800 Harlem Ave,North Riverside, IL 60546",41.85579,-87.80563,Chicago
427,"4001 Roosevelt Rd,Hillside, IL 60162",41.86287,-87.883045,Chicago
428,"5960 111th St,Chicago Ridge, IL 60415",41.690834,-87.768612,Chicago
429,"4301 Roosevelt Rd,Hillside, IL 60162",41.871744,-87.900458,Chicago
430,"7200 Archer Rd,Justice, IL 60458",41.761295,-87.826744,Chicago
431,"7701 Archer Rd,Justice, IL 60458",41.750671,-87.836714,Chicago
432,"3105 Washington Blvd,Bellwood, IL 60104",41.882492,-87.870795,Chicago
433,"6800 N Milwaukee Ave,Niles, IL 60714",42.005569,-87.796294,Chicago
434,"3100 Thatcher Ave,River Grove, IL 60171",41.936588,-87.839077,Chicago
435,"7800 W Irving Park Rd,Norridge, IL 60706",41.954101,-87.827881,Chicago
436,"6807 N East Prairie Rd,Lincolnwood, IL 60712",42.004847,-87.725853,Chicago
437,"7801 W Montrose Ave,Norridge, IL 60706",41.958157,-87.829908,Chicago
438,"2501 N La Grange Rd,La Grange Park, IL 60526",41.827667,-87.86996,Chicago
439,"9851 Irving Park Rd,Schiller Park, IL 60176",41.95476,-87.873243,Chicago
440,"1101 Suffolk Ave,Westchester, IL 60154",41.86517,-87.872481,Chicago
441,"16th Hirsch Ter,Melrose Park, IL 60160",41.902807,-87.856782,Chicago
442,"5200 W 95th St,Oak Lawn, IL 60453",41.720142,-87.750809,Chicago
443,"2905 Thatcher Ave,River Grove, IL 60171",41.932258,-87.827987,Chicago
444,"4727 W 103rd St,Oak Lawn, IL 60453",41.705218,-87.738503,Chicago
445,"7300 Archer Rd,Justice, IL 60458",41.758462,-87.829574,Chicago
446,"1700 W Rand Rd,Arlington Heights, IL 60004",42.128048,-88.00062,Chicago
447,"108 E Illinois St,Lemont, IL 60439",41.667966,-87.987515,Chicago
448,"1640 W Main St,Saint Charles, IL 60174",41.913031,-88.333329,Chicago
509,"Columbia &amp; North Ave,Naperville, IL 60540Winfield, IL 60190",41.787292,-88.136291,Naperville
510,"OGDEN Ave,Aurora, IL 60504",41.759517,-88.313491,Naperville
511,"1S510 Winfield Rd,Wheaton, IL 60189",41.865182,-88.099665,Naperville
512,"675 Route 30,Aurora, IL 60503",41.759517,-88.313491,Naperville
513,"745 S Lincoln Ave,Aurora, IL 60505",41.742028,-88.323728,Naperville
514,"278 Ashland Ave,Aurora, IL 60505",41.738529,-88.321578,Naperville
515,"1501 Simons Rd,Oswego, IL 60543",41.650966,-88.288371,Naperville
516,"1650 S River St,Batavia, IL 60510",41.830831,-88.309235,Naperville
517,"Summit &amp; Gary Mills Rd,Winfield, IL 60190",41.869696,-88.154702,Naperville
518,"636 E Washington St,West Chicago, IL 60185",41.885149,-88.243927,Naperville
519,"2501 Hobson Rd,Downers Grove, IL 60516",41.775292,-88.043077,Naperville
520,"111 Sunset Ave,Glen Ellyn, IL 60137",41.863344,-88.069815,Naperville
521,"1209 Warrenville Rd,Wheaton, IL 60189",41.865182,-88.099665,Naperville
522,"Corner Of St Charles &amp; Rifor,Glen Ellyn, IL 60137",41.86709,-88.062857,Naperville
523,"1109 Warrenville Rd,Wheaton, IL 60189",41.865182,-88.099665,Naperville
524,"1N612 Ingalton Ave,West Chicago, IL 60185",41.896853,-88.200864,Naperville
525,"1109 Warrenville Rd,Lisle, IL 60532",41.794275,-88.087437,Naperville
526,"206 W Grand Lake Blvd,West Chicago, IL 60185",41.888892,-88.209406,Naperville
527,"37W210 Fabyan Pkwy,Geneva, IL 60134",41.86578,-88.345645,Naperville
528,"5015 Lincoln Ave,Lisle, IL 60532",41.794275,-88.087437,Naperville
529,"414 N River St,Montgomery, IL 60538",41.73388,-88.337,Naperville
530,"1801 Douglas Rd,Oswego, IL 60543",41.695366,-88.314836,Naperville
531,"1640 W Main St,Saint Charles, IL 60174",41.913031,-88.333329,Naperville
532,"39 N Cass Ave,Westmont, IL 60559",41.797501,-87.975004,Naperville
533,"108 E Illinois St,Lemont, IL 60439",41.667966,-87.987515,Naperville
534,"11875 Archer Ave,Lemont, IL 60439",41.672184,-87.950343,Naperville
535,"6900 Cass Ave,Darien, IL 60561",41.763686,-87.979443,Naperville
536,"State St N,Lemont, IL 60439",41.667966,-87.987515,Naperville
537,"State St S Of Kepataw Dr,Lemont, IL 60439",41.667966,-87.987515,Naperville
538,"Bluff Road &amp; St Patrick Rd,Lemont, IL 60439",41.667966,-87.987515,Naperville
539,"Duham Rd,Saint Charles, IL 60174",41.914834,-88.306957,Naperville
540,"S 7th Ave,Saint Charles, IL 60174",41.914834,-88.306957,Naperville
541,"N 5th Ave,Saint Charles, IL 60174",41.914834,-88.306957,Naperville
542,"High Rd,Lockport, IL 60441",41.590612,-88.033824,Naperville
543,"Crane Rd,Saint Charles, IL 60174",41.914834,-88.306957,Naperville
544,"200 W Romeo Rd,Romeoville, IL 60446",41.643392,-88.086205,Naperville
545,"1200 N 5th Ave,Saint Charles, IL 60174",41.928333,-88.30737,Naperville
546,"1698 Bloomingdale Rd,Glendale Heights, IL 60139",41.920619,-88.081916,Naperville
547,"17W201 Roosevelt Rd,Oakbrook Terrace, IL 60181",41.858018,-87.964265,Naperville
548,"4959 Fairview Ave,Downers Grove, IL 60515",41.801005,-88.007317,Naperville
549,"43W390 Main Street Rd,Elburn, IL 60119",41.874764,-88.451829,Naperville
550,"17 W Roosevelt Rd,Oakbrook Terrace, IL 60181",41.850775,-87.963554,Naperville
551,"4001 Roosevelt Rd,Hillside, IL 60162",41.86287,-87.883045,Naperville
552,"0S701 Old York Rd,Elmhurst, IL 60126",41.86383,-87.928378,Naperville
553,"Alexander Blvd,Elmhurst, IL 60126",41.899671,-87.942771,Naperville
554,"Grand Ave &amp; County Line Rd,Elmhurst, IL 60126",41.899671,-87.942771,Naperville
555,"401 E Lake St,Elmhurst, IL 60126",41.916064,-87.929716,Naperville
556,"501 E Lake St,Elmhurst, IL 60126",41.899671,-87.942771,Naperville
557,"N Route 171 &amp; High Rd,Lockport, IL 60441",41.590612,-88.033824,Naperville
558,"Crest Hill &amp; Caton Farm Rd,Lockport, IL 60441",41.590612,-88.033824,Naperville
559,"Theodore St,Joliet, IL 60435",41.530814,-88.10341,Elgin
560,"38W475 Silver Glen Rd,Saint Charles, IL 60175",41.969673,-88.368059,Naperville
561,"4414 Roosevelt Rd,Hillside, IL 60162",41.871744,-87.900458,Naperville
562,"735 N Rohde Ave,Hillside, IL 60162",41.883665,-87.898987,Naperville
563,"1400 S Wolf Rd,Hillside, IL 60162",41.858596,-87.905649,Naperville
564,"Lake St Frontage Rd,Elmhurst, IL 60126",41.899671,-87.942771,Elgin
565,"528 Madison St,Lockport, IL 60441",41.591,-88.049637,Naperville
566,"333 S Wolf Rd,Hillside, IL 60162",41.863699,-87.901824,Naperville
568,"1S510 Winfield Rd,Wheaton, IL 60189",41.865182,-88.099665,Elgin
569,"37W210 Fabyan Pkwy,Geneva, IL 60134",41.86578,-88.345645,Elgin
570,"206 W Grand Lake Blvd,West Chicago, IL 60185",41.888892,-88.209406,Elgin
571,"610 Dundee Ave,Barrington, IL 60010",42.15436,-88.129967,Elgin
572,"1698 Bloomingdale Rd,Glendale Heights, IL 60139",41.920619,-88.081916,Elgin
573,"43W390 Main Street Rd,Elburn, IL 60119",41.874764,-88.451829,Elgin
574,"636 E Washington St,West Chicago, IL 60185",41.885149,-88.243927,Elgin
575,"1700 W Rand Rd,Arlington Heights, IL 60004",42.128048,-88.00062,Elgin
576,"1190 E State St,Sycamore, IL 60178",41.982703,-88.689121,Elgin
577,"8012 Ridgefield Rd,Crystal Lake, IL 60012",42.258213,-88.351808,Elgin
578,"111 Sunset Ave,Glen Ellyn, IL 60137",41.863344,-88.069815,Elgin
579,"1209 Warrenville Rd,Wheaton, IL 60189",41.865182,-88.099665,Elgin
580,"1109 Warrenville Rd,Wheaton, IL 60189",41.865182,-88.099665,Elgin
581,"7014 S Rawson Bridge Rd,Cary, IL 60013",42.223686,-88.213985,Elgin
582,"500 W Terra Cotta Ave,Crystal Lake, IL 60014",42.248707,-88.339869,Elgin
626,"3900 Oakland Cir,Dallas, TX 75215",32.736212,-96.784359,Dallas
627,"3020 Oak Grove Ave,Dallas, TX 75204",32.736212,-96.784359,Dallas
628,"6000 S R L Thornton Fwy,Dallas, TX 75232",32.674678,-96.820209,Dallas
629,"4228 S Lancaster Rd,Dallas, TX 75216",32.697769,-96.794321,Dallas
630,"13005 Greenville Ave,Dallas, TX 75243",32.923643,-96.741904,Dallas
631,"3945 Crown Shore Dr,Dallas, TX 75244",32.91385,-96.848034,Dallas
632,"3151 S Buckner Blvd,Dallas, TX 75227",32.764176,-96.683749,Dallas
633,"9220 Restland Rd,Dallas, TX 75243",32.922713,-96.741098,Dallas
634,"10977 Harry Hines Blvd,Dallas, TX 75220",32.878944,-96.887446,Dallas
635,"3920 Samuell Blvd,Dallas, TX 75228",32.792431,-96.725076,Dallas
636,"3430 Howell St,Dallas, TX 75204",32.803156,-96.796112,Dallas
637,"4623 Dolphin Rd,Dallas, TX 75223",32.736212,-96.784359,Dallas
638,"3820 Samuell Blvd,Dallas, TX 75228",32.736212,-96.784359,Dallas
639,"10455 N Central Expy,Dallas, TX 75231",32.888956,-96.771927,Dallas
640,"10924 Garland Rd,Dallas, TX 75218",32.845712,-96.686532,Dallas
641,"8100 Fireside Dr,Dallas, TX 75217",32.697395,-96.681727,Dallas
642,"6028 Highplace Cir,Dallas, TX 75254",32.941227,-96.80225,Dallas
643,"7405 W Northwest Hwy,Dallas, TX 75225",32.866248,-96.78001,Dallas
644,"3050 N Stemmons Fwy,Dallas, TX 75247",32.812635,-96.858384,Dallas
645,"9700 Webb Chapel Rd,Dallas, TX 75220",32.865921,-96.862858,Dallas
646,"3235 Lombardy Ln,Dallas, TX 75220",32.870663,-96.870892,Dallas
647,"10501 Garland Rd,Dallas, TX 75218",32.843707,-96.690751,Dallas
648,"6221 University Hills Blvd,Dallas, TX 75241",32.671823,-96.80667,Dallas
649,"7990 President George Bush Tpke,Dallas, TX 75252",32.736212,-96.784359,Dallas
650,"8350 N Central Expy,Dallas, TX 75206",32.86389,-96.768756,Dallas
651,"4514 Cole Ave Ste 600,Dallas, TX 75205",32.736212,-96.784359,Dallas
652,"2613 Parvia Ave,Dallas, TX 75212",32.775874,-96.833484,Dallas
653,"1413 E Irving Blvd,Irving, TX 75060",32.811952,-96.9311,Dallas
654,"425 N Dallas Ave,Lancaster, TX 75146",32.59475,-96.757694,Dallas
655,"12649 Lake June Rd,Balch Springs, TX 75180",32.740077,-96.609269,Dallas
656,"200 W Center St,Duncanville, TX 75116",32.651185,-96.910619,Dallas
657,"1111 Military Pkwy,Mesquite, TX 75149",32.768062,-96.613052,Dallas
658,"2525 Central Expy N,Allen, TX 75013",33.143255,-96.651872,Dallas
726,"3600 Shelby Rd,Fort Worth, TX 76140",32.6233,-97.266687,Fort Worth
727,"701 Grand Ave,Fort Worth, TX 76164",32.729442,-97.33181,Fort Worth
728,"6301 Granbury Rd,Fort Worth, TX 76133",32.656825,-97.401819,Fort Worth
729,"7100 Crowley Rd,Fort Worth, TX 76134",32.641941,-97.351516,Fort Worth
730,"7301 E Lancaster Ave,Fort Worth, TX 76112",32.729669,-97.202996,Fort Worth
731,"3133 Marquita Dr,Fort Worth, TX 76116",32.726962,-97.443157,Fort Worth
732,"12341 Morris Dido Newark Rd,Fort Worth, TX 76179",32.729442,-97.33181,Fort Worth
733,"6767 Winifred Dr,Fort Worth, TX 76133",32.648031,-97.403004,Fort Worth
734,"620 Samuels Ave,Fort Worth, TX 76102",32.729442,-97.33181,Fort Worth
735,"6009 Wedgwood Dr,Fort Worth, TX 76133",32.662146,-97.395687,Fort Worth
736,"5025 Jacksboro Hwy,Fort Worth, TX 76114",32.794404,-97.396006,Fort Worth
737,"3100 White Settlement Rd,Fort Worth, TX 76107",32.759771,-97.36228,Fort Worth
738,"4000 Miller Ave,Fort Worth, TX 76119",32.704239,-97.263556,Fort Worth
739,"2301 N Sylvania Ave,Fort Worth, TX 76111",32.794225,-97.309223,Fort Worth
740,"1051 S Handley Dr,Fort Worth, TX 76112",32.731319,-97.21773,Fort Worth
741,"6001 Rufe Snow Dr,Fort Worth, TX 76148",32.729442,-97.33181,Fort Worth
742,"1700 Evans Ave,Fort Worth, TX 76104",32.72585,-97.318655,Fort Worth
743,"5704 James Ave,Fort Worth, TX 76134",32.662209,-97.345421,Fort Worth
